week,job_title_raw,job_title_clean,company,location,seek_domain,seek_work_nature,seek_seniority,seek_confidence,mapper_domain,mapper_work_nature,mapper_seniority,mapper_confidence_pct,matched_keywords,flags,needs_review,domain_match
2026_W14,Senior Systems Specialist,Senior Systems Specialist,Giltrap Group Holdings Limited,"Grey Lynn, Auckland",IT Support,Specialist / Support,3. Senior / Professional,Medium,IT Support,Specialist / Support,3. Senior / Professional,72,systems,Description is short — output is based mainly on title text,,✓
2026_W14,Warehouse Assistant,Warehouse Assistant,Dove Hospice & Wellness,"Mount Wellington, Auckland",Warehouse,Specialist / Support,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"warehouse assistant, warehouse",Description is short — output is based mainly on title text,,✓
2026_W14,Warehouse Operator,Warehouse Operator,Textiles Alive Ltd,"Mount Maunganui, Bay of Plenty",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,62,warehouse,Description is short — output is based mainly on title text,Yes,✓
2026_W14,Warehouse Operative,Warehouse Operative,DBNZ Coatings Ltd.,"Rukuhia, Waikato",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W14,Warehouse Security Officer - Document Destruction,Warehouse Security Officer,The Information Management Group,Wellington,Warehouse,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Specialist / Support,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W14,Warehouse Person – Hawera Branch,Warehouse Person,J. A. Russell Ltd,"Hawera, Taranaki",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W14,Winning Services Auckland DC Manager,Winning Services Auckland DC Manager,Winning Group,"Auckland CBD, Auckland",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W14,Warehouse Team Leader,Warehouse Team Leader,Scitex Recruitment Limited,"Rotorua, Bay of Plenty",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,3. Senior / Professional,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W14,Warehouse Storeperson - Night Shift,Warehouse Storeperson,PepsiCo Australia and New Zealand,"Wiri, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W14,Senior Warehouse Storeperson,Senior Warehouse Storeperson,Trade Assist,"Wigram, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,3. Senior / Professional,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W14,Logistics Coordinator,Logistics Coordinator,PROGRESSIVE MEATS LIMITED,"Hastings Central, Hawkes Bay",Operations,Operational,2. Intermediate / Staff,High,Operations,Operational,2. Intermediate / Staff,88,"logistics coordinator, logistics",Description is short — output is based mainly on title text,,✓
2026_W14,Inventory Storeperson,Inventory Storeperson,Stellar Recruitment,"East Tamaki, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"storeperson, inventory",Description is short — output is based mainly on title text,,✓
2026_W14,Inventory Controller,Inventory Controller,New World,"Waitakere & West Auckland, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,62,inventory,Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W14,Inventory & Dispatch Coordinator,Inventory & Dispatch Coordinator,Seedlands Limited,"Timaru, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,88,"dispatch coordinator, dispatch",Description is short — output is based mainly on title text,,✗ DIFF
2026_W14,Inventory Lead,Inventory Lead,Madison Recruitment Limited,"Auckland CBD, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,inventory,Description is short — output is based mainly on title text,,✓
2026_W14,Supply Chain & Operations Co-Ordinator,Supply Chain & Operations Co-Ordinator,Calbee New Zealand Ltd,"Auckland CBD, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W14,Inventory & Control Room Assistant,Inventory & Control Room Assistant,Foodstuffs South Island Limited,"Invercargill, Southland",Warehouse,Specialist / Support,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,72,inventory,Description is short — output is based mainly on title text,,✓
2026_W14,Supply Chain Planner - 12 Month Fixed Term,Supply Chain Planner,POSTIE PLUS GROUP LIMITED,"Ellerslie, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,88,"supply chain, planner",Description is short — output is based mainly on title text,,✓
2026_W14,Purchasing Coordinator,Purchasing Coordinator,Hunter Campbell Limited,"East Tamaki, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,purchasing,Description is short — output is based mainly on title text,,✓
2026_W14,Operations Supervisor,Operations Supervisor,Karcher Pty Ltd,"East Tamaki, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,80,operations supervisor,Description is short — output is based mainly on title text,,✓
2026_W14,Supply Chain Manager,Supply Chain Manager,Safeworx,"Penrose, Auckland",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W14,Procurement Buyer,Procurement Buyer,Dodson Motorsport Limited,"Wairau Valley, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,80,"procurement, buyer",Description is short — output is based mainly on title text,,✓
2026_W14,Export Storeman - Immediate Opportunity,Export Storeman,TSS Workforce Limited,Auckland,Freight Forwarding,Operational,2. Intermediate / Staff,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,72,export,Description is short — output is based mainly on title text,,✓
2026_W14,Part Time Freight Handler,Part Time Freight Handler,Post Haste,"Hastings Central, Hawkes Bay",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W14,Operations Supervisor,Operations Supervisor,Graham Consulting Christchurch,"Christchurch Central, Canterbury",Operations,Operational,2. Intermediate / Staff,High,Operations,Operational,2. Intermediate / Staff,80,operations supervisor,Description is short — output is based mainly on title text,,✓
2026_W14,Freight Office Team Leader,Freight Office Team Leader,Post Haste,Auckland,Freight Forwarding,Operational,2. Intermediate / Staff,Medium,Freight Forwarding,Operational,3. Senior / Professional,72,freight,Description is short — output is based mainly on title text,,✓
2026_W14,Forklift Operators – Heavy Freight (5–10 Tonne Machines),Forklift Operators,Motion Recruitment,"East Tamaki, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,62,forklift,Description is short — output is based mainly on title text,Yes,✓
2026_W14,Customer Experience Rep / Inbound Sales - Crown New Zealand,Customer Experience Rep,Crown Lift Trucks New Zealand,"East Tamaki, Auckland",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W14,Customer Service & Admin Assistant,Customer Service & Admin Assistant,Vulcan,"Christchurch Central, Canterbury",Business Administration,Specialist / Support,1. Junior / Entry,Medium,Business Administration,Specialist / Support,1. Junior / Entry,62,admin assistant,Description is short — output is based mainly on title text,Yes,✓
2026_W14,SAP Solution Architect,SAP Solution Architect,Recruit I.T. Auckland,Wellington,IT Support,Specialist / Support,2. Intermediate / Staff,High,IT Support,Specialist / Support,2. Intermediate / Staff,62,architect,Description is short — output is based mainly on title text,Yes,✓
2026_W14,Clinical Business Analyst Assistant,Clinical Business Analyst Assistant,Allevia Hospitals,"Epsom, Auckland",Planning,Specialist / Support,1. Junior / Entry,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W14,Demand Planner,Demand Planner,Mars New Zealand,"Ellerslie, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,88,"demand planner, planner",Description is short — output is based mainly on title text,,✓
2026_W14,Pack Planning Manager,Pack Planning Manager,EastPack Ltd,"Te Puke, Bay of Plenty",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,72,planning,Description is short — output is based mainly on title text,,✓
2026_W14,Procurement Manager,Procurement Manager,Bakels Edible Oils (N.Z.) Ltd,"Mount Maunganui, Bay of Plenty",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W14,Planner,Planner,McFall Fuel,"Seaview, Wellington",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,planner,Description is short — output is based mainly on title text,,✓
2026_W14,Indirect Procurement Coordinator,Indirect Procurement Coordinator,Steel&Tube Holdings Ltd,"East Tamaki, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W14,Category & Promotions Planner,Category & Promotions Planner,Foodstuffs South Island Limited,"Christchurch, Canterbury",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,planner,Description is short — output is based mainly on title text,,✓
2026_W14,Warehouse & Inventory Manager,Warehouse & Inventory Manager,Offshoot NZ Ltd,"Wiri, Auckland",Warehouse,Management,4. Expert / Specialist,Medium,Warehouse,Management,4. Expert / Specialist,80,"warehouse, inventory",Description is short — output is based mainly on title text,,✓
2026_W14,Inventory and Systems Manager,Inventory and Systems Manager,Vintners NZ Ltd,"Morningside, Auckland",Warehouse,Management,4. Expert / Specialist,High,Warehouse,Management,4. Expert / Specialist,62,inventory,Description is short — output is based mainly on title text,Yes,✓
